Token Address,Buy Price,Max Sold,Min Sold,Profit Type
GM5UK972EqCAmuE1wuMn9kytq4Greme5BqGzcM8vCUL9,3,0.720611802,0.686296954,loss
3gRhannDGAweRuatYCCBCZUZDoaxC7M3dYfBT2LB2iFr,3,0.132791975,0.126468547,loss
HZ8jXbepyVDxRJhK24jfcMBg5EpRrnqRCjUtq25GvJrg,3,0.000349256,0.000332624,loss
